method,K,instance,objective,full_objective,objective_ratio,time,success,signed_nullspace_obj,x_std_norm,y_support_dim,case,title,family,intrinsic_K,message
Rand,10,mincostflow_test_00007,330.0,503.0799918289378,0.6559593014230028,0.0072263999609276,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00008,330.0,502.8993427448796,0.6561949319695348,0.004477999988012,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00009,330.0,503.1277898287378,0.6558969841684363,0.0050905001116916,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00010,330.0,503.1313859848569,0.6558922961127539,0.0072188000194728,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00011,330.0,504.32660550268497,0.654337876287677,0.008796100039035,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00000,330.0,504.11720032943583,0.6546096816064758,0.0136489999713376,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00001,330.0,502.6299979516808,0.6565465677433041,0.0121346999658271,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00002,330.0,502.8604746565826,0.6562456518885605,0.0109737000893801,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00003,330.0,504.3802279732369,0.6542683112818416,0.0102299000136554,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00004,330.0,503.2312119020608,0.6557621868339615,0.0129083000356331,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00005,330.0,503.5718944320505,0.6553185426922761,0.0109694999409839,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
Rand,10,mincostflow_test_00006,330.0,503.8198858076877,0.6549959803015076,0.0060625000623986,1.0,,,,mincostflow,MinCostFlow,mincostflow,,
